amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud
102.39,20,Travel,0,0,42,7,25,0
433.32,21,Travel,0,0,38,1,32,0
85.27,14,Food,0,0,49,3,36,0
598.76,17,Travel,0,0,34,6,21,0
16.84,6,Travel,0,0,72,6,52,0
209.09,15,Food,0,0,72,2,54,0
122.55,6,Clothing,0,0,85,1,29,0
88.28,16,Clothing,0,0,77,0,48,0
180.29,3,Food,1,1,33,2,33,1
219.04,11,Grocery,0,0,35,3,57,0
0.79,12,Travel,0,0,51,1,38,0
32.88,3,Travel,0,0,83,5,37,0
224.72,20,Clothing,0,0,82,0,67,0
197.6,0,Food,0,0,37,4,39,0
608.9,0,Grocery,0,0,89,5,61,0
257.66,6,Food,0,0,35,0,22,0
542.04,8,Clothing,0,0,81,0,25,0
218.25,0,Clothing,0,0,91,3,25,0
63.7,15,Travel,0,0,90,2,50,0
20.04,17,Electronics,0,0,48,4,44,0
274.04,21,Grocery,0,1,73,2,47,0
185.98,14,Grocery,0,0,64,2,45,0
8.89,5,Electronics,0,0,94,2,57,0
80.35,1,Clothing,0,0,26,4,68,0
565.54,8,Food,0,0,78,1,35,0
124.91,3,Grocery,0,0,39,2,69,0
102.05,12,Electronics,0,0,72,1,27,0
110.15,22,Travel,0,0,78,2,57,0
42.18,21,Travel,0,0,70,1,30,0
82.8,10,Clothing,0,0,81,3,54,0
83.11,12,Grocery,0,0,79,1,60,0
9.68,10,Food,0,0,84,5,57,0
262.65,18,Grocery,0,0,54,1,68,0
96.97,7,Travel,0,0,52,0,40,0
310.86,6,Grocery,1,1,76,2,36,0
341.9,15,Travel,0,0,65,4,40,0
42.88,2,Electronics,1,0,45,3,58,0
192.79,16,Electronics,0,0,66,2,33,0
115.05,17,Travel,0,0,37,9,29,0
381.88,14,Food,0,0,69,0,53,0
43.74,16,Food,0,0,78,3,21,0
203.87,10,Grocery,0,0,43,3,29,0
168.46,4,Travel,0,0,51,0,44,0
63,15,Clothing,0,1,64,2,31,0
26.44,14,Food,0,0,31,2,33,0
189.81,9,Food,0,0,49,0,46,0
241.5,13,Electronics,0,0,73,2,29,0
68.27,1,Food,0,0,60,2,32,0
186.33,15,Food,0,0,95,1,18,0
90.49,18,Food,0,0,48,2,45,0
224.82,7,Travel,1,0,85,4,25,0
39.99,14,Travel,0,1,93,1,49,0
397.66,9,Electronics,0,1,76,2,42,0
60.99,4,Grocery,0,0,60,0,52,0
82.53,19,Food,0,0,75,5,29,0
10.77,15,Grocery,0,0,57,3,23,0
21.28,20,Travel,0,0,77,4,48,0
130.57,21,Food,0,0,98,0,26,0
56.06,11,Grocery,0,0,62,2,69,0
324.85,22,Grocery,0,0,68,2,42,0
2.66,12,Clothing,0,0,29,0,37,0
85.78,8,Travel,0,0,55,5,55,0
74.07,16,Electronics,0,0,33,3,32,0
3.51,19,Electronics,0,0,56,0,53,0
23.91,11,Clothing,0,0,65,3,43,0
96.09,4,Grocery,0,0,29,2,54,0
122.22,23,Clothing,0,0,75,3,66,0
93.24,11,Clothing,0,0,78,1,58,0
136.26,0,Travel,0,0,52,2,28,0
162.75,19,Food,0,0,67,1,44,0
1.8,15,Grocery,0,0,36,2,56,0
112.28,11,Electronics,0,0,93,5,38,0
595.88,8,Electronics,0,0,96,2,23,0
131.75,12,Clothing,0,0,41,1,28,0
203.72,16,Clothing,0,0,32,2,63,0
67.28,16,Clothing,0,0,42,3,48,0
267.69,3,Grocery,0,0,34,2,28,0
266.84,13,Clothing,0,0,63,0,68,0
132.6,18,Clothing,0,0,65,1,62,0
671.45,6,Food,0,0,68,0,25,0
24.15,2,Grocery,0,0,93,2,36,0
3.08,0,Travel,0,1,67,3,49,0
264.67,11,Travel,0,0,71,0,43,0
296.26,14,Food,0,0,99,3,63,0
23.05,10,Electronics,0,1,72,1,54,0
55.56,9,Travel,0,0,43,0,60,0
3.19,1,Grocery,1,0,45,2,51,0
62.49,3,Electronics,0,0,27,1,64,0
267.02,16,Clothing,0,0,80,2,33,0
131.35,16,Grocery,0,1,67,2,50,0
77.01,7,Electronics,0,0,25,2,52,0
83.66,22,Travel,0,0,60,1,27,0
0.24,13,Clothing,0,0,30,3,53,0
64.15,23,Clothing,0,0,98,1,40,0
187.16,3,Grocery,0,1,70,4,65,0
658.29,5,Clothing,0,0,47,0,58,0
337.99,18,Electronics,0,0,44,3,21,0
4.3,23,Food,1,0,77,2,36,0
411.89,3,Travel,1,0,62,1,36,0
275.18,2,Grocery,0,0,59,3,59,0
272.85,19,Food,0,0,58,1,59,0
110.25,5,Food,0,0,74,0,31,0
91.35,22,Grocery,0,0,71,1,50,0
64.95,6,Electronics,0,0,60,1,65,0
12.23,13,Travel,0,0,40,3,69,0
46.63,11,Grocery,0,0,73,2,54,0
50.97,15,Food,0,0,89,0,63,0
119.12,19,Food,0,0,87,4,35,0
247.7,7,Grocery,0,0,76,1,25,0
115.58,22,Food,0,0,97,0,27,0
10.73,1,Grocery,0,0,84,3,48,0
569.72,12,Grocery,0,0,41,1,52,0
514.78,7,Travel,0,0,91,2,42,0
276.84,20,Grocery,0,0,62,3,42,0
854.58,19,Food,0,1,53,0,57,0
141.54,15,Clothing,1,0,55,2,64,0
592.31,3,Travel,0,0,83,3,63,0
14.15,15,Food,0,0,78,1,20,0
81.94,19,Food,1,0,77,1,32,0
45.97,5,Travel,0,1,50,1,49,0
39.23,3,Travel,0,0,37,1,38,0
27.32,15,Food,0,0,81,0,50,0
175.31,22,Clothing,0,1,43,1,56,0
273.63,22,Electronics,0,0,51,0,44,0
155.42,20,Food,0,0,37,0,31,0
28.61,12,Travel,0,0,76,2,53,0
300,4,Grocery,0,0,88,5,63,0
181.89,14,Grocery,0,0,82,0,58,0
88.43,7,Travel,0,0,43,1,27,0
201.83,6,Travel,0,0,27,2,41,0
54.18,13,Electronics,0,0,91,2,27,0
76.21,6,Travel,0,0,50,2,48,0
449.06,21,Grocery,0,0,30,1,56,0
61.78,6,Clothing,0,0,37,2,64,0
114.27,22,Travel,0,0,51,5,45,0
397.54,17,Electronics,0,0,34,0,21,0
221.41,9,Clothing,0,0,40,1,67,0
11.56,17,Electronics,1,0,47,1,65,0
28.68,13,Clothing,1,0,71,2,36,0
1.42,9,Travel,0,0,36,1,57,0
179.41,6,Grocery,1,0,52,4,33,0
106.85,6,Clothing,0,0,42,1,49,0
25.95,6,Food,1,1,82,1,23,0
570.33,4,Electronics,0,0,26,1,68,0
135.77,0,Clothing,0,0,70,1,27,0
49.85,13,Electronics,0,0,41,4,62,0
124.98,17,Grocery,1,0,88,1,33,0
204.88,12,Electronics,0,0,89,1,19,0
14.27,7,Electronics,0,1,78,2,25,0
57.81,7,Food,1,0,67,2,58,0
296.08,9,Electronics,0,0,79,1,56,0
110.8,16,Clothing,0,0,38,3,22,0
142.37,5,Electronics,0,0,68,3,47,0
102.07,14,Travel,0,0,62,1,25,0
8.08,14,Electronics,1,0,82,2,46,0
32.62,15,Travel,1,0,73,2,20,0
106.16,7,Electronics,0,0,40,1,30,0
42.24,18,Electronics,0,0,98,1,69,0
9.23,19,Clothing,0,0,54,3,44,0
334.02,14,Travel,0,0,92,3,68,0
715.23,2,Travel,0,0,95,1,29,0
283.63,5,Food,0,0,61,1,68,0
346.08,7,Electronics,0,0,93,2,57,0
49.87,15,Electronics,1,0,79,1,68,0
582.24,14,Clothing,0,0,63,1,23,0
39.48,12,Food,0,0,81,3,56,0
544.45,19,Food,0,0,73,2,66,0
947.31,14,Clothing,0,1,87,2,32,0
223.89,17,Travel,0,0,58,2,63,0
714.76,12,Grocery,0,0,81,2,64,0
151.72,23,Clothing,1,1,86,1,25,0
54.09,7,Travel,0,0,63,1,57,0
103.4,13,Food,0,0,98,1,69,0
162.06,10,Clothing,0,0,91,5,41,0
13.66,5,Grocery,0,0,86,3,49,0
175.28,23,Electronics,0,0,53,2,48,0
715.09,0,Clothing,0,0,55,2,55,0
37.95,1,Grocery,0,0,84,1,20,0
283.15,12,Grocery,0,0,63,3,65,0
429.28,0,Clothing,0,0,25,3,52,0
517.88,23,Travel,0,0,80,6,30,0
580.01,23,Clothing,0,0,82,1,64,0
132.66,3,Food,0,0,45,2,59,0
681.43,23,Grocery,0,0,78,1,58,0
254.87,22,Grocery,0,0,95,3,32,0
31.74,1,Electronics,0,0,67,3,43,0
116.64,20,Grocery,0,0,78,0,29,0
228.06,19,Electronics,0,0,26,3,42,0
51.15,15,Grocery,0,0,38,3,45,0
184.21,2,Grocery,0,0,27,3,36,0
197.71,16,Clothing,0,0,38,3,26,0
31.96,4,Clothing,0,0,29,1,52,0
149.87,7,Food,0,0,63,3,62,0
265.82,11,Travel,0,0,25,0,53,0
124.37,22,Food,0,0,67,0,49,0
2.19,11,Grocery,0,0,83,4,20,0
1.63,0,Food,0,0,39,1,22,0
79.5,0,Clothing,0,0,70,1,69,0
469.14,14,Grocery,1,0,31,4,58,0
46.74,16,Grocery,0,0,66,1,35,0
181.1,1,Food,0,0,31,3,59,0
45.2,16,Electronics,0,0,71,3,68,0
69.86,19,Travel,0,0,43,2,32,0
339.15,8,Food,0,0,77,1,42,0
234.92,11,Food,1,0,40,2,35,0
18.05,3,Travel,0,0,86,1,24,0
100.77,12,Grocery,0,0,90,5,39,0
5.33,3,Grocery,0,0,89,4,41,0
118.02,6,Electronics,0,0,75,2,52,0
195.48,13,Food,0,0,60,3,39,0
22.7,8,Travel,0,0,59,1,44,0
61.37,22,Food,0,0,48,4,19,0
91.3,0,Clothing,0,0,93,4,28,0
453.58,0,Food,0,0,53,2,64,0
899.81,19,Food,1,0,25,3,43,0
8.27,3,Clothing,0,0,81,4,24,0
257.64,0,Clothing,0,0,33,2,36,0
83.66,21,Travel,0,0,39,1,54,0
89.7,9,Grocery,0,0,98,1,36,0
252.63,1,Electronics,0,0,40,1,27,0
451.12,20,Clothing,0,0,72,1,64,0
542.61,23,Grocery,0,0,60,2,48,0
154.92,14,Travel,0,0,77,2,18,0
79.52,2,Food,0,0,27,1,34,0
278.83,22,Travel,0,0,43,2,27,0
52.02,8,Travel,0,0,65,2,53,0
149.45,16,Clothing,1,0,61,2,38,0
79.93,20,Electronics,0,0,83,2,34,0
192.41,12,Clothing,0,0,91,5,59,0
49.49,2,Food,0,0,32,1,61,0
38.28,3,Clothing,0,0,38,3,60,0
450.71,3,Food,0,0,85,3,20,0
19.33,10,Clothing,0,0,59,2,68,0
126.92,6,Electronics,0,0,40,2,67,0
44.92,10,Grocery,0,0,95,2,39,0
7.15,23,Electronics,0,0,59,1,47,0
6.6,10,Clothing,0,0,32,3,67,0
34.68,9,Travel,0,0,84,3,53,0
362.82,4,Grocery,0,0,36,1,22,0
59.75,12,Travel,0,0,73,2,20,0
540.89,11,Electronics,0,0,92,4,18,0
156.85,9,Grocery,0,0,59,2,34,0
103.28,6,Clothing,0,0,69,4,66,0
156.19,18,Travel,0,0,65,1,69,0
130.88,18,Clothing,0,0,85,5,39,0
255.97,18,Food,0,0,39,2,44,0
59.76,11,Grocery,0,0,91,4,50,0
78.39,19,Travel,0,0,83,2,38,0
404.14,21,Electronics,0,1,26,1,18,0
526.91,14,Electronics,0,0,30,1,21,0
401.55,4,Electronics,0,0,81,2,58,0
97.88,23,Electronics,0,0,40,1,23,0
272.84,13,Travel,0,0,47,2,45,0
116.44,11,Food,0,1,65,1,29,0
123.88,20,Electronics,0,0,54,3,62,0
41.22,10,Electronics,0,0,91,3,69,0
160.98,4,Electronics,1,0,79,2,40,0
37.07,15,Food,0,0,28,3,60,0
72.51,17,Grocery,0,0,52,2,29,0
347.62,11,Electronics,1,0,74,5,59,0
41.76,4,Electronics,0,0,52,1,65,0
13.29,15,Electronics,0,0,77,3,66,0
12.87,11,Grocery,0,0,91,3,62,0
508.78,22,Electronics,0,0,50,2,50,0
127.28,1,Grocery,1,0,63,0,38,0
94.79,5,Grocery,1,0,37,0,58,0
299.77,22,Clothing,1,0,95,4,57,0
325.23,20,Clothing,1,0,78,3,44,0
72.68,3,Electronics,0,0,37,0,67,0
212.93,12,Travel,0,0,83,3,49,0
265.42,9,Clothing,0,0,28,3,18,0
191.38,16,Clothing,0,0,81,3,49,0
29.59,13,Travel,0,0,84,1,20,0
375.58,23,Food,0,1,71,3,50,0
139.42,14,Electronics,1,0,98,1,18,0
59.75,7,Food,0,0,29,1,41,0
99.68,22,Food,0,0,60,0,36,0
6.89,23,Grocery,0,1,43,3,35,0
24.63,17,Grocery,0,0,54,0,49,0
261.09,2,Electronics,0,0,65,1,61,0
0,16,Travel,0,0,72,1,23,0
96.99,23,Grocery,0,0,52,4,34,0
133.06,23,Clothing,0,0,55,1,29,0
10.11,6,Electronics,0,0,81,0,51,0
650.67,12,Food,0,0,67,4,53,0
46.14,15,Electronics,0,0,89,2,56,0
65.28,4,Grocery,0,0,33,1,19,0
65.22,3,Travel,0,0,36,3,37,0
47.14,9,Food,1,0,36,4,37,0
0.27,12,Travel,0,0,66,4,64,0
235.24,9,Electronics,1,0,97,1,56,0
613.18,13,Travel,0,0,77,2,68,0
45.72,21,Travel,1,0,81,1,49,0
195.81,11,Electronics,0,0,40,1,20,0
243.79,0,Food,0,0,74,2,43,0
339.6,20,Travel,0,0,28,0,58,0
98.87,19,Travel,0,0,37,1,29,0
64.96,19,Electronics,0,0,84,3,67,0
70.83,6,Clothing,0,0,52,5,20,0
224.45,8,Travel,0,0,36,0,45,0
305.47,7,Grocery,0,0,48,2,26,0
36.08,12,Food,0,0,25,3,43,0
83.44,13,Travel,0,0,58,1,23,0
417.99,11,Electronics,0,0,27,1,22,0
295.83,7,Grocery,0,0,46,2,26,0
754.26,20,Electronics,0,0,51,3,63,0
252.62,21,Travel,0,0,45,0,51,0
89.92,17,Grocery,0,0,37,0,45,0
160.77,15,Food,0,0,68,2,43,0
194.72,10,Food,0,0,48,4,52,0
14.71,15,Food,0,0,70,2,18,0
141.54,13,Clothing,0,0,41,0,21,0
222.4,2,Electronics,0,0,29,4,30,0
32.96,20,Travel,0,1,62,2,57,0
273.06,1,Grocery,0,0,83,2,38,0
157.77,2,Electronics,0,0,51,4,35,0
547.41,3,Travel,0,0,78,1,37,0
7.8,21,Clothing,0,0,95,3,21,0
55.5,4,Travel,0,0,79,0,49,0
165.63,9,Electronics,0,0,95,2,44,0
63.32,19,Travel,0,0,67,3,42,0
225.58,1,Grocery,1,0,62,1,24,0
256.14,11,Clothing,0,1,85,4,62,0
19.47,4,Grocery,0,0,69,2,47,0
129.82,4,Clothing,0,0,82,0,40,0
128,22,Clothing,0,0,53,2,46,0
82.96,0,Travel,0,0,78,1,38,0
486.35,3,Grocery,0,0,58,4,50,0
316.33,20,Clothing,0,0,45,2,35,0
215.05,23,Clothing,0,0,69,4,44,0
225.52,11,Travel,0,0,25,2,31,0
111.49,11,Electronics,0,0,34,3,57,0
456.88,15,Electronics,0,0,82,0,48,0
213.5,23,Food,0,0,52,1,59,0
235,16,Food,0,0,85,4,25,0
356.09,20,Clothing,0,1,54,0,20,0
57.65,9,Electronics,0,0,52,1,52,0
296.18,16,Clothing,0,0,53,2,55,0
39.1,16,Grocery,0,1,55,5,28,0
76.26,17,Electronics,0,0,92,4,53,0
73.6,1,Electronics,0,1,98,0,69,0
691.36,3,Electronics,1,0,55,1,65,0
349.5,18,Food,1,0,65,1,60,0
217.42,10,Travel,0,0,88,3,69,0
233.73,16,Travel,0,0,66,2,51,0
148.63,11,Food,0,0,68,2,40,0
529.05,1,Food,0,0,55,1,22,0
123.42,5,Food,0,0,35,2,47,0
86.2,8,Travel,0,0,60,2,54,0
32.04,4,Clothing,0,1,56,4,33,0
277.69,19,Food,0,0,63,1,31,0
238.67,20,Clothing,0,1,91,1,24,0
87.32,8,Clothing,0,0,84,3,50,0
4.59,22,Grocery,0,0,49,1,19,0
328.74,7,Travel,0,0,52,1,63,0
2.07,19,Clothing,0,0,43,1,22,0
218.95,7,Travel,0,0,53,1,62,0
632.73,21,Travel,0,0,74,1,62,0
103.62,20,Grocery,0,0,43,3,56,0
48.21,22,Travel,0,0,80,2,32,0
219.66,5,Clothing,0,0,42,2,59,0
305.81,2,Electronics,0,0,69,0,19,0
142.31,4,Clothing,1,0,65,2,41,0
614.22,8,Clothing,0,0,37,3,46,0
9.55,6,Travel,0,0,92,0,46,0
126.5,3,Clothing,0,0,92,1,38,0
228.14,6,Electronics,1,0,48,2,42,0
357.33,4,Travel,0,0,57,1,39,0
35.56,10,Food,0,0,97,4,36,0
289.7,14,Clothing,0,0,79,2,30,0
144.82,1,Clothing,0,0,27,1,55,0
90.92,12,Grocery,0,1,27,1,50,0
25.42,21,Food,0,0,54,4,50,0
360.84,15,Food,0,0,42,2,29,0
30.8,6,Electronics,0,0,90,2,63,0
66.74,7,Food,0,1,67,5,40,0
61.66,5,Grocery,0,0,97,1,46,0
369.21,23,Electronics,0,0,90,2,46,0
201.04,6,Food,0,0,51,0,60,0
286.74,17,Electronics,0,0,43,1,18,0
51.9,21,Food,0,0,40,4,41,0
176.49,21,Food,0,1,50,1,22,0
152.65,19,Food,1,0,38,3,52,0
321.97,6,Clothing,0,0,71,2,62,0
425.77,2,Food,0,0,42,4,22,0
2.2,4,Clothing,0,0,52,2,30,0
201.77,0,Travel,1,1,43,1,49,1
9.58,14,Grocery,0,0,54,3,59,0
143.28,2,Electronics,0,0,45,3,44,0
61.05,7,Electronics,0,0,45,2,41,0
65.95,8,Travel,0,0,72,2,20,0
78.36,14,Food,1,0,79,0,18,0
174.78,9,Grocery,0,0,54,2,46,0
73.18,1,Travel,0,0,66,4,62,0
237.49,19,Travel,0,0,61,2,39,0
93.31,4,Electronics,0,0,65,0,22,0
12.74,18,Clothing,0,0,70,4,60,0
275.65,12,Clothing,0,1,84,0,38,0
60.58,10,Food,1,0,98,2,29,0
102.06,0,Food,0,0,25,3,45,0
208.19,21,Travel,0,0,78,2,28,0
72.75,14,Food,0,1,59,2,32,0
10.48,17,Clothing,1,0,40,4,55,0
84.29,15,Grocery,0,1,29,1,52,0
520.28,8,Electronics,0,0,55,2,65,0
184.77,0,Clothing,0,0,61,0,62,0
200.37,10,Food,0,0,49,0,33,0
180.08,8,Electronics,0,0,86,0,54,0
39.94,22,Electronics,1,0,49,0,32,0
97.53,10,Travel,0,0,91,1,49,0
250.21,12,Food,0,0,62,4,33,0
19.24,1,Travel,0,0,72,2,50,0
58.59,13,Electronics,0,0,88,4,57,0
58.21,5,Travel,0,0,26,2,37,0
101.82,7,Food,0,0,88,4,54,0
707.51,17,Clothing,1,0,93,4,56,0
12.58,15,Grocery,0,0,44,0,49,0
131.63,20,Clothing,0,0,35,1,27,0
35.58,11,Electronics,0,0,55,3,33,0
635.29,10,Clothing,0,0,59,0,22,0
21.65,5,Travel,0,0,68,2,37,0
93.03,2,Food,0,1,79,0,44,0
241.01,13,Clothing,0,0,69,6,60,0
219.47,1,Clothing,0,1,45,2,67,0
98.9,10,Food,1,0,76,2,37,0
76.58,21,Travel,0,0,44,0,30,0
91.23,2,Grocery,0,0,33,2,36,0
55.24,17,Clothing,0,0,33,4,61,0
41.37,0,Electronics,0,0,82,3,67,0
118.76,23,Travel,0,0,95,2,32,0
56.29,0,Travel,0,1,57,2,55,0
61.01,11,Clothing,0,1,25,3,44,0
192.48,14,Food,0,0,27,3,59,0
622.61,4,Clothing,0,0,63,0,34,0
166.58,5,Clothing,0,0,36,1,27,0
14.42,15,Food,0,0,40,2,53,0
14.15,11,Electronics,0,0,74,1,57,0
544.43,11,Food,0,0,51,3,22,0
63.51,2,Clothing,0,0,53,1,68,0
17.39,22,Grocery,0,0,93,1,67,0
164.5,1,Food,0,0,76,1,65,0
175.9,6,Electronics,0,1,30,7,44,1
188.2,1,Food,0,0,48,3,45,0
56.01,20,Food,1,0,64,3,21,0
2.74,6,Travel,0,0,57,2,24,0
603.51,10,Travel,0,0,33,6,25,0
52,10,Clothing,0,0,73,6,32,0
202.88,13,Clothing,0,0,91,2,58,0
220.74,2,Food,0,0,47,0,46,0
169.49,13,Grocery,1,0,46,3,56,0
67.55,10,Clothing,0,0,96,1,26,0
56.92,3,Food,0,0,32,0,37,0
163.89,16,Food,0,0,43,3,18,0
361.91,15,Food,0,0,62,2,24,0
527.84,2,Food,1,0,30,0,51,1
20.15,9,Food,0,0,76,2,64,0
30.28,20,Travel,0,0,58,2,27,0
521.21,14,Electronics,0,0,98,1,58,0
240.09,7,Electronics,0,0,35,2,65,0
386.2,17,Food,0,0,67,0,23,0
40.76,2,Clothing,0,0,59,1,42,0
159.43,6,Grocery,0,0,35,6,29,0
217.4,9,Food,0,0,64,0,57,0
205.16,19,Grocery,0,0,56,2,58,0
94.41,8,Travel,0,0,73,1,56,0
2.79,13,Electronics,0,0,81,2,31,0
157.41,22,Travel,0,0,89,4,28,0
52.53,13,Clothing,0,0,72,2,29,0
107.69,10,Clothing,0,0,76,3,36,0
568.83,0,Food,0,0,63,4,59,0
91.66,3,Clothing,0,0,78,1,45,0
329.64,5,Clothing,1,0,49,5,36,0
37.61,21,Travel,0,0,69,1,46,0
200.91,21,Grocery,0,0,53,3,62,0
679.06,4,Electronics,0,0,56,4,52,0
19.34,2,Clothing,1,0,91,0,40,0
1.5,1,Clothing,0,0,36,3,33,0
102.32,2,Travel,0,0,82,4,54,0
17.5,8,Electronics,0,0,44,2,38,0
248.37,18,Travel,0,0,74,1,57,0
442.77,18,Grocery,0,0,32,5,18,0
102.46,16,Travel,0,0,55,1,63,0
53.89,17,Electronics,0,0,48,1,69,0
102.58,10,Electronics,0,1,37,4,54,0
231.36,11,Clothing,0,0,96,2,42,0
1.64,2,Grocery,0,0,66,0,33,0
160.25,17,Food,0,0,50,0,50,0
171.02,23,Clothing,0,0,62,1,42,0
182.75,5,Travel,0,0,62,1,39,0
49.88,6,Travel,0,0,79,2,20,0
225.35,0,Electronics,0,0,34,7,20,1
17.25,5,Electronics,0,0,35,1,28,0
40,17,Electronics,0,0,27,3,60,0
377.89,12,Food,0,0,47,1,69,0
241.59,21,Food,0,0,86,1,22,0
2.49,18,Clothing,0,0,94,3,61,0
51.39,6,Food,0,0,65,5,42,0
43.44,18,Electronics,0,0,65,1,55,0
56.85,8,Clothing,0,0,28,3,33,0
51.2,2,Clothing,0,0,27,3,49,0
11.62,22,Grocery,0,0,75,1,46,0
110.56,11,Food,0,0,79,5,23,0
237.51,19,Travel,1,0,87,2,39,0
167.99,23,Travel,0,0,73,1,26,0
201.13,17,Grocery,0,0,96,2,27,0
15.23,7,Electronics,0,0,94,1,31,0
544.68,8,Grocery,0,0,93,1,64,0
328.18,12,Electronics,0,0,32,1,56,0
294.34,7,Food,0,0,32,0,37,0
311.67,21,Food,0,0,43,3,22,0
485.78,9,Clothing,0,1,98,1,24,0
141.45,16,Clothing,0,0,79,3,57,0
40.23,6,Clothing,0,0,97,6,31,0
172.65,16,Clothing,0,0,96,1,32,0
244.48,22,Travel,0,0,32,1,34,0
241.04,17,Clothing,0,0,81,2,37,0
132.66,23,Clothing,0,0,96,1,33,0
12.76,1,Clothing,0,0,31,6,58,1
83.48,2,Electronics,0,0,70,1,38,0
456.36,18,Clothing,0,0,46,0,28,0
158.07,0,Grocery,0,0,68,2,21,0
139.12,20,Clothing,0,0,29,1,42,0
56.37,20,Clothing,0,0,49,5,19,0
82.72,9,Travel,1,0,71,3,19,0
406.28,20,Clothing,0,0,67,1,44,0
197.64,13,Electronics,0,0,39,1,48,0
278.69,12,Food,1,1,88,2,64,0
109.04,8,Clothing,0,0,55,1,25,0
179.09,5,Clothing,0,0,68,3,65,0
51.4,5,Clothing,1,0,71,3,25,0
220.02,18,Travel,0,0,36,1,22,0
100.43,20,Food,0,0,88,2,39,0
105.19,9,Travel,0,0,47,4,60,0
188.62,22,Travel,0,0,74,5,22,0
495.59,2,Travel,0,0,60,2,57,0
11.91,17,Electronics,0,0,35,3,65,0
313.47,20,Food,1,0,71,4,23,0
62.25,18,Electronics,0,0,80,2,55,0
105.63,4,Electronics,0,0,93,4,24,0
3.99,10,Food,0,0,61,1,35,0
64.47,9,Electronics,0,1,34,4,42,0
125.72,16,Food,0,1,80,3,20,0
10.41,3,Clothing,0,0,66,0,42,0
121.59,20,Travel,0,0,54,1,38,0
471.39,17,Electronics,0,0,46,2,48,0
20.05,17,Food,0,0,79,2,63,0
260.24,0,Grocery,0,0,62,2,66,0
94.87,13,Electronics,0,0,80,0,59,0
191.65,7,Electronics,0,0,95,2,33,0
54.26,1,Food,0,0,60,2,69,0
31.27,18,Grocery,0,0,35,2,39,0
31.48,14,Grocery,0,0,31,1,68,0
13.16,1,Clothing,1,0,58,2,46,0
36.96,3,Electronics,0,0,87,0,29,0
196.43,0,Travel,0,0,26,3,63,0
384.2,18,Electronics,0,0,86,2,60,0
302.88,20,Travel,0,0,31,1,18,0
208.01,9,Travel,0,0,67,3,43,0
21.06,0,Food,0,0,42,4,27,0
61.44,19,Electronics,0,0,44,1,42,0
66.74,21,Food,0,0,31,4,42,0
51.77,14,Clothing,0,0,76,4,60,0
130.25,3,Travel,0,0,61,3,21,0
138.04,6,Grocery,0,0,70,1,35,0
79.46,6,Travel,0,0,66,2,60,0
78.59,21,Clothing,0,0,84,2,25,0
317.43,17,Travel,0,0,56,0,24,0
280.31,12,Food,0,0,62,0,34,0
66.22,9,Electronics,0,1,63,1,23,0
441.17,23,Grocery,0,0,50,1,59,0
549.66,7,Food,0,0,54,1,61,0
71.21,9,Electronics,0,0,65,2,38,0
78.77,13,Grocery,0,0,33,1,19,0
126.81,13,Clothing,0,0,56,1,30,0
509.81,19,Travel,0,0,80,0,49,0
376.21,21,Grocery,0,0,77,4,30,0
19.48,10,Clothing,0,0,31,1,46,0
89.78,5,Electronics,0,0,47,0,22,0
145.08,20,Grocery,0,0,76,1,43,0
125.9,0,Clothing,1,0,45,5,55,1
38.79,18,Electronics,0,0,47,2,49,0
352.39,6,Food,0,0,93,1,65,0
203.39,23,Travel,0,0,42,1,35,0
327.53,17,Clothing,0,0,61,2,34,0
352.32,2,Food,1,0,31,2,37,1
248.35,19,Electronics,0,1,85,3,32,0
104.11,10,Grocery,0,0,27,1,32,0
169.74,4,Travel,0,0,25,1,64,0
31.46,18,Electronics,1,0,84,2,21,0
201.56,20,Clothing,0,0,30,0,26,0
35.56,23,Travel,0,1,95,2,61,0
213.12,23,Food,0,0,82,2,63,0
46.95,1,Travel,1,1,55,2,50,1
22.51,21,Food,0,0,32,2,27,0
32.52,3,Electronics,0,0,39,3,64,0
0.36,9,Grocery,0,0,31,2,60,0
228.33,1,Travel,0,0,31,1,18,0
237.29,7,Grocery,0,0,57,3,57,0
130.22,0,Grocery,0,0,65,0,26,0
31.68,5,Travel,0,0,81,1,39,0
15.71,10,Travel,0,0,31,3,43,0
3.48,9,Grocery,0,0,83,3,52,0
32.62,12,Clothing,0,0,44,1,50,0
398.71,0,Clothing,1,0,95,1,27,0
49.76,1,Travel,0,0,74,2,55,0
78.73,2,Grocery,0,0,38,1,36,0
20.04,8,Grocery,0,0,39,3,21,0
45.27,4,Electronics,0,0,34,3,36,0
131.82,9,Grocery,0,0,89,3,24,0
168.46,9,Clothing,0,0,79,3,29,0
50.67,11,Electronics,0,0,52,2,44,0
10.7,17,Clothing,0,0,72,4,49,0
89.28,20,Food,0,0,27,3,44,0
48.03,20,Travel,0,0,84,1,38,0
44.62,0,Food,0,0,27,2,22,0
578.78,2,Travel,1,0,99,0,36,0
172.42,4,Clothing,0,1,92,0,68,0
146.5,16,Clothing,0,0,63,0,69,0
96.74,7,Food,0,0,78,4,24,0
100.85,16,Travel,0,0,56,1,31,0
140.13,8,Travel,0,0,40,2,26,0
214.59,5,Electronics,0,0,41,1,54,0
218.01,16,Grocery,1,0,35,3,67,0
